replicon__gene,SRR3240403,SRR3240404,SRR3240405,SRR3240406,SRR3240407,SRR3240408,SRR3240409,SRR3240410,SRR3240411,SRR3240412,SRR3240413,SRR3240414,SRR3240397,SRR3240398,SRR3240399,SRR3240400,SRR3240401,SRR3240402
CP007547__BD94_0222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP007547__BD94_0292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
