replicon__gene,SRR3240403,SRR3240404,SRR3240405,SRR3240406,SRR3240407,SRR3240408,SRR3240409,SRR3240410,SRR3240411,SRR3240412,SRR3240413,SRR3240414,SRR3240397,SRR3240398,SRR3240399,SRR3240400,SRR3240401,SRR3240402
CP007547__BD94_0011,70.3063909774,73.3284774436,102.096804511,129.335526316,102.147556391,93.7857142857,101.760338346,123.652255639,145.875469925,146.61325188,150.016917293,138.331296992,144.535244361,92.6710526316,131.568139098,123.244830827,131.316729323,101.090225564
CP007547__BD94_0012,62.6564344746,80.9539551358,101.480519481,127.32231405,99.720188902,94.8536009445,100.042502952,128.481700118,145.752066116,136.876033058,166.391971665,135.768595041,145.905548996,84.9657615112,122.734356553,126.905548996,127.602125148,105.128689492
CP007547__BD94_0013,52.6548672566,84.8318584071,101.663716814,126.044247788,84.6371681416,86.8185840708,88.1504424779,87.3938053097,126.349557522,105.539823009,156.256637168,106.637168142,125.092920354,77.8584070796,100.756637168,102.915929204,108.96460177,92.8230088496
CP007547__BD94_0014,63.7142857143,73.3625244618,100.026908023,132.717221135,103.697651663,95.4721135029,96.8405088063,113.108610568,139.454990215,121.260273973,149.638454012,122.60665362,147.407534247,95.9828767123,125.728473581,111.965753425,130.054794521,96.0371819961
CP007547__BD94_0015,63.6062992126,68.0393700787,93.188976378,97.4803149606,109.700787402,100.669291339,93.0078740157,95.8661417323,112.338582677,105.511811024,111.267716535,109.984251969,137.149606299,76.4960629921,109.322834646,115.551181102,114.976377953,71.7637795276
CP007547__BD94_0016,69.7803468208,77.0419075145,100.10982659,127.317196532,94.6755780347,99.6553468208,101.542630058,102.61632948,147.421242775,136.297687861,144.436416185,123.063583815,146.644508671,95.7102601156,129.458092486,113.040462428,133.860549133,82.9898843931
CP007547__BD94_0017,80.9752186589,70.9569970845,114.040816327,131.639941691,103.697521866,86.3381924198,104.920553936,110.706997085,151.62755102,142.687317784,163.118075802,137.445335277,136.116618076,96.9781341108,134.581632653,119.89941691,133.789358601,108.626822157
CP007547__BD94_0018,74.3431208054,70.3145973154,100.86409396,124.615771812,100.500838926,97.538590604,95.2541946309,103.411912752,138.95385906,130.262583893,159.328020134,131.662751678,130.745805369,95.75,119.428691275,120.896812081,113.755033557,91.5125838926
CP007547__BD94_0019,61.7634854772,76.3941908714,102.991701245,98.7925311203,93.1203319502,80.7095435685,88.4066390041,87.4107883817,124.485477178,113.925311203,141.55186722,126.290456432,118.726141079,93.8713692946,112.705394191,108.767634855,121.622406639,87.22406639
CP007547__BD94_0020,70.5226130653,79.2462311558,101.984924623,90.0,93.472361809,91.8743718593,89.4673366834,91.9095477387,113.296482412,114.738693467,144.949748744,111.537688442,113.381909548,90.0150753769,105.477386935,114.48241206,122.834170854,81.1256281407
CP007547__BD94_0021,67.7726847521,82.2413470533,92.417212348,105.389148737,104.871842844,84.6202057998,83.6501403181,121.509822264,124.282507016,118.715622077,149.434050514,124.679139383,122.457436857,86.3133769878,103.67352666,110.355472404,117.082319925,83.1515434986
CP007547__BD94_0022,64.5127201566,77.6320939335,117.058708415,136.675146771,101.816046967,99.626223092,98.7377690802,108.054794521,144.001956947,136.818003914,148.487279843,115.348336595,143.195694716,91.5968688845,156.804305284,118.223091977,129.285714286,100.33072407
CP007547__BD94_0023,68.9714540589,73.9170383586,99.1761819804,126.028545941,113.25646744,87.9495985727,96.0142729706,118.826494202,151.48617306,138.71587868,149.278322926,130.373327386,136.946922391,92.0597680642,123.524531668,128.758697591,145.495093666,99.856824264
CP007547__BD94_0024,71.3452012384,78.4659442724,98.1176470588,124.078947368,120.120743034,83.399380805,88.5758513932,88.2755417957,118.517027864,114.66873065,145.959752322,120.845201238,112.975232198,87.8513931889,106.715170279,115.791021672,127.786377709,95.5154798762
CP007547__BD94_0025,74.0960118168,80.5413589365,102.101181684,111.924667651,103.457902511,89.3670605613,93.7776957164,113.858197932,132.319793205,117.559822747,159.588626292,132.124076809,128.184638109,83.8050221566,104.742245199,121.059822747,123.709748892,88.011816839
CP007547__BD94_0026,54.513986014,64.5839160839,69.5699300699,88.7097902098,88.8076923077,83.4755244755,72.3776223776,110.020979021,129.024475524,120.034965035,157.993006993,125.241258741,99.541958042,75.2587412587,94.1433566434,104.458041958,102.125874126,70.5104895105
CP007547__BD94_0027,71.2688821752,80.1389728097,76.4320241692,114.060422961,89.3474320242,78.081570997,78.2175226586,109.737160121,132.788519637,127.918429003,143.703927492,130.812688822,97.3655589124,82.2990936556,92.2749244713,117.498489426,134.175226586,83.3867069486
CP007547__BD94_0028,76.5771812081,81.8053691275,95.6845637584,124.927516779,105.300671141,81.877852349,99.0577181208,109.50738255,133.297986577,138.326174497,155.153020134,135.993288591,126.786577181,89.5395973154,111.495302013,120.115436242,128.989261745,102.613422819
CP007547__BD94_0029,66.2178899083,73.128440367,102.697247706,116.798165138,114.98853211,86.876146789,100.509174312,119.908256881,148.291284404,154.850917431,156.431192661,142.172018349,132.006880734,97.7637614679,110.094036697,102.490825688,107.926605505,81.8669724771
CP007547__BD94_0030,63.7049689441,64.9130434783,91.6366459627,118.903726708,93.8788819876,98.8633540373,91.0838509317,118.586956522,133.785714286,139.093167702,160.779503106,137.273291925,131.950310559,88.3043478261,124.51242236,117.065217391,140.649068323,82.4937888199
CP007547__BD94_0031,68.9379615953,76.5073855244,101.048005908,148.924667651,106.350073855,95.7282127031,97.8670605613,135.666912851,153.088626292,138.073116691,160.555391433,140.102658789,141.34859675,94.6794682422,135.635893648,130.963810931,138.835302806,88.3441654357
CP007547__BD94_0032,67.736074961,77.9286829776,110.198854763,134.880270692,109.562207184,99.6251952108,118.902654867,122.099947944,153.32066632,141.500780843,135.84903696,129.20041645,138.570536179,104.776158251,136.289953149,131.531494014,132.078084331,101.472149922
CP007547__BD94_0033,73.6157894737,80.8105263158,112.557894737,125.057894737,90.5526315789,94.8789473684,109.652631579,132.868421053,166.373684211,136.015789474,157.373684211,127.842105263,133.326315789,102.426315789,131.542105263,121.063157895,134.768421053,93.0157894737
CP007547__BD94_0034,70.8570057582,77.5767754319,108.755278311,131.303262956,108.108445298,100.66890595,112.229366603,129.171785029,149.815738964,136.921305182,160.42706334,144.416506718,143.508637236,112.72168906,150.846449136,118.29462572,139.067178503,102.597888676
CP007547__BD94_0035,73.7276264591,81.8249027237,100.134241245,130.73151751,115.725680934,117.634241245,95.6887159533,123.19844358,165.721789883,136.39688716,159.980544747,121.564202335,156.76848249,94.9824902724,166.496108949,140.309338521,155.122568093,103.76848249
CP007547__BD94_0036,67.5793888556,78.8010784901,105.609946075,133.955662073,115.713600959,102.759137208,100.478130617,128.293588975,149.668663871,136.260635111,158.035350509,123.085680048,140.924505692,98.4014379868,141.994008388,122.062911923,141.880167765,92.2180946675
CP007547__BD94_0037,65.8681672026,80.2942122186,107.290996785,128.303858521,105.210610932,91.2540192926,83.0225080386,113.036977492,140.424437299,140.360128617,150.97266881,139.800643087,137.512861736,105.041800643,116.078778135,118.454983923,123.501607717,101.355305466
CP007547__BD94_0038,69.5712830957,80.8401221996,100.872708758,123.542769857,106.82790224,87.7698574338,98.4643584521,115.745417515,135.16089613,129.267820774,164.027494908,136.514256619,124.716904277,92.8309572301,113.599796334,121.199592668,141.068228106,97.2199592668
CP007547__BD94_0039,61.8155339806,73.6782246879,98.6837725381,143.66851595,123.818307906,85.3619972261,99.7170596394,115.112343967,142.470180305,128.60332871,169.981969487,125.725381415,142.74479889,118.226074896,122.689320388,110.067961165,120.357836338,90.0735090153
CP007547__BD94_0040,59.9758389262,70.4255033557,101.218791946,123.834899329,98.6161073826,88.8926174497,96.5006711409,105.677852349,119.468456376,142.638926174,139.961073826,122.920805369,133.515436242,97.067114094,101.248322148,125.405369128,127.124832215,102.30738255
CP007547__BD94_0041,65.3703358209,73.2117537313,98.1184701493,138.722014925,102.456156716,84.9440298507,98.8470149254,98.1427238806,144.831156716,130.377798507,166.456156716,132.384328358,142.706156716,95.3796641791,132.20988806,109.923507463,122.48880597,103.240671642
CP007547__BD94_0042,65.9400921659,74.8755760369,87.9539170507,152.073732719,110.465437788,103.359447005,106.705069124,128.571428571,169.599078341,130.976958525,171.253456221,131.6359447,163.239631336,117.557603687,147.963133641,133.359447005,130.552995392,106.400921659
CP007547__BD94_0043,66.5696392786,75.5265531062,113.276052104,143.483466934,105.931863727,98.3371743487,101.813126253,115.543086172,149.478957916,141.179358717,149.174348697,129.085671343,140.361723447,112.630761523,148.861723447,123.660821643,138.295591182,108.155310621
CP007547__BD94_0044,71.6736628301,82.6912660799,103.38930264,129.78943805,103.351387949,105.744752877,98.2897765741,119.857142857,123.280297901,132.327014218,146.142857143,131.414353419,143.201083277,104.94380501,113.318889641,123.914691943,140.833446175,103.500338524
CP007547__BD94_0045,77.8634020619,78.7242268041,107.25,146.847938144,114.265463918,121.046391753,100.971649485,137.654639175,144.719072165,142.698453608,168.798969072,146.430412371,149.203608247,92.4484536082,134.889175258,126.211340206,130.337628866,105.817010309
CP007547__BD94_0046,64.0130624093,69.2213352685,93.5674891147,133.955732946,103.031930334,92.5907111756,87.2525399129,117.489840348,124.827285922,122.035558781,140.528301887,117.126269956,124.335268505,99.4746008708,132.642960813,114.262699565,122.933962264,84.3105950653
CP007547__BD94_0047,61.0516962843,85.0969305331,109.381260097,154.098546042,116.02907916,98.3053311793,112.718901454,122.967689822,138.035541195,131.198707593,165.66720517,112.113085622,162.518578352,118.319870759,152.423263328,123.848142165,135.743134087,96.9967689822
CP007547__BD94_0048,64.875862069,70.8465517241,115.979310345,146.644827586,115.448275862,102.715517241,115.436206897,122.60862069,158.901724138,139.25,177.855172414,127.596551724,162.768965517,123.925862069,154.587931034,123.539655172,150.036206897,104.406896552
CP007547__BD94_0049,70.8200934579,83.5794392523,106.497663551,134.192757009,101.307242991,88.6799065421,102.602803738,115.035046729,151.417056075,136.412383178,146.36682243,129.925233645,131.089953271,104.721962617,143.014018692,118.293224299,147.779205607,88.226635514
CP007547__BD94_0050,60.4256756757,87.0608108108,117.844594595,111.141891892,90.3851351351,87.9256756757,82.4054054054,109.547297297,143.439189189,120.736486486,128.432432432,135.054054054,123.209459459,88.2635135135,106.094594595,121.918918919,145.337837838,90.4594594595
CP007547__BD94_0051,68.9167429094,81.3641354071,98.4547118024,121.893870082,89.4080512351,82.1299176578,86.4967978042,109.986276304,131.968892955,126.906678866,150.967978042,136.570905764,132.825251601,99.9542543458,116.34126258,119.993595608,121.20768527,85.7776761208
CP007547__BD94_0052,72.4307756464,86.1150959133,105.406588824,160.540033361,116.478315263,108.4441201,113.859883236,133.564637198,163.346955796,145.396997498,167.378648874,140.309841535,163.163469558,117.206005004,145.112593828,136.346955796,151.970809008,108.484570475
CP007547__BD94_0053,75.5121495327,87.8186915888,123.648598131,155.510280374,137.377570093,129.844859813,115.117757009,149.342056075,154.188785047,168.119626168,158.209345794,155.493457944,167.540186916,132.951401869,150.177570093,139.56635514,157.699065421,109.26728972
CP007547__BD94_0054,70.2685088634,72.7492179353,105.541710115,129.126173097,105.226277372,102.927528676,95.4666319082,120.975495308,143.051094891,138.244004171,147.979666319,140.401459854,144.007820647,99.346193952,120.937434828,126.515119917,137.355578728,99.3529718457
CP007547__BD94_0055,73.855,74.785,111.17,112.685,108.5475,112.95,95.5725,133.6,140.915,143.5175,159.355,147.39,133.065,113.09,118.345,123.4,130.8725,110.62
CP007547__BD94_0056,77.3629343629,80.4054054054,122.428571429,133.528957529,125.656370656,120.185328185,114.953667954,143.71042471,159.081081081,165.841698842,160.281853282,135.200772201,133.772200772,112.555984556,120.857142857,119.312741313,139.71042471,98.7065637066
CP007547__BD94_0057,75.8116883117,89.5779220779,109.168831169,114.727272727,115.928571429,98.0519480519,107.941558442,121.558441558,137.805194805,131.324675325,159.941558442,138.993506494,135.935064935,93.4545454545,97.4805194805,133.324675325,130.831168831,104.616883117
CP007547__BD94_0058,66.6285714286,93.3257142857,84.1942857143,109.268571429,94.3314285714,84.0057142857,90.2228571429,140.405714286,137.582857143,123.874285714,161.92,143.811428571,135.205714286,83.1657142857,100.971428571,117.634285714,126.2,97.4285714286
CP007547__BD94_0059,73.1680037754,79.7975460123,104.428032091,149.258612553,114.862671071,113.613025012,103.677206229,129.018876829,168.037753657,141.639452572,159.800377537,140.836715432,138.450212364,111.483246815,158.427088249,128.411514866,145.542708825,100.264747522
CP007547__BD94_0060,79.0346820809,95.4624277457,108.511560694,157.835260116,127.531791908,115.962427746,112.453757225,139.60982659,175.075144509,151.040462428,170.401734104,139.89017341,163.479768786,124.346820809,146.462427746,137.580924855,136.806358382,99.3092485549
CP007547__BD94_0061,80.5237655745,83.5814490078,107.185048454,143.676972773,104.813567144,100.675588371,100.308721735,125.223350254,154.152284264,137.267189663,149.587909552,130.800184587,138.20027688,102.86340563,125.290724504,123.65020766,137.600830641,103.659898477
CP007547__BD94_0062,74.3404791929,70.8638083228,110.713745271,135.701134931,121.442622951,97.1450189155,89.8095838588,111.134930643,140.209331652,132.95334174,150.237074401,147.345523329,144.094577554,93.446406053,127.354350567,126.920554855,141.638083228,97.262295082
CP007547__BD94_0063,83.7606177606,68.5318532819,101.844594595,124.016409266,99.2297297297,105.00965251,97.4198841699,118.986486486,138.75965251,124.61969112,158.269305019,132.256756757,137.534749035,90.8938223938,132.858108108,122.63030888,116.712355212,101.017374517
CP007547__BD94_0064,88.2959641256,68.0089686099,92.2914798206,136.107623318,118.910313901,111.089686099,112.295964126,118.430493274,141.744394619,131.251121076,159.224215247,133.313901345,153.278026906,97.3049327354,147.807174888,125.278026906,132.632286996,100.134529148
CP007547__BD94_0065,68.6684022128,88.7045232672,108.492678165,159.35632932,120.874389847,109.467295802,103.793361536,122.423690205,149.268792711,148.224861699,133.602342987,114.905955093,151.452326717,120.360234299,161.663846404,119.617962903,137.18646274,100.355353075
CP007547__BD94_0066,62.8267716535,59.5807086614,79.1830708661,121.818897638,119.137795276,91.1102362205,88.0866141732,112.452755906,131.736220472,124.683070866,150.868110236,121.753937008,121.584645669,78.781496063,84.8897637795,120.600393701,119.135826772,103.998031496
CP007547__BD94_0067,61.226450116,78.5535962877,102.062180974,138.823665893,102.890487239,93.1986078886,93.7897911833,110.174013921,142.695591647,136.849187935,143.101160093,120.591647332,135.599071926,97.4501160093,131.680278422,115.952204176,125.604640371,93.6895591647
CP007547__BD94_0068,59.5378850958,76.5670274771,101.102414654,127.277268943,100.735220649,88.9958368027,86.9317235637,111.806827644,127.179850125,118.720233139,152.273938385,118.268109908,121.707743547,77.7601998335,109.999167361,116.881765196,126.498751041,93.5145711907
CP007547__BD94_0069,59.549904943,72.2846958175,98.9947718631,142.889258555,108.300855513,100.178231939,95.7281368821,108.655418251,135.637357414,130.142585551,145.448669202,115.782319392,140.564638783,105.395912548,151.182034221,120.905418251,125.631178707,104.427281369
CP007547__BD94_0070,62.4604496253,81.607826811,106.977518734,129.913405495,99.3555370525,107.292256453,96.7685262281,98.213988343,137.409658618,137.798501249,149.482098251,126.396336386,129.164862614,100.829308909,119.616153206,109.897585346,118.407160699,90.6094920899
CP007547__BD94_0071,67.5596508244,76.1600387973,105.995150339,139.276915616,110.180407371,102.699806014,101.464597478,105.832686712,150.240058196,140.014064016,149.24442289,120.018913676,130.982056256,98.7177497575,136.377303589,116.427255092,135.946168768,110.05528613
CP007547__BD94_0072,57.5728,37.8736,62.1951672862,78.3968,71.2340425532,57.544141252,65.8384,61.9696,83.128,73.0624,90.5264,72.6016,71.4981751825,43.8912,70.7696,66.3392,69.1872,64.2496
CP007547__BD94_0073,79.3917710197,78.168157424,100.960644007,154.633273703,102.728085868,107.624329159,114.69588551,123.041144902,165.400715564,133.155635063,146.833631485,132.021466905,139.563506261,127.615384615,144.375670841,111.676207513,134.31842576,105.050089445
CP007547__BD94_0074,77.9608695652,88.5739130435,107.230434783,176.22173913,116.810869565,101.42173913,110.352173913,103.57173913,144.05,134.243478261,148.102173913,134.85,154.215217391,110.808695652,145.023913043,121.35,121.047826087,107.67826087
CP007547__BD94_0075,70.7124394184,76.6655896607,97.9353796446,161.560581583,116.453957997,94.3602584814,105.142164782,105.064620355,152.731825525,141.153473344,151.817447496,129.064620355,160.261712439,108.49273021,141.862681745,115.655896607,117.647819063,92.0920840065
CP007547__BD94_0076,72.3132372215,77.4351245085,104.550458716,138.686762779,112.686762779,91.8990825688,102.969855832,117.182175623,156.061598952,155.596330275,166.01965924,125.381389253,145.840104849,107.46395806,149.028833552,122.950196592,139.698558322,111.346002621
CP007547__BD94_0077,70.4584221748,68.2942430704,108.831556503,126.852878465,120.799573561,102.78891258,95.78891258,93.8315565032,147.413646055,138.021321962,147.396588486,118.552238806,136.744136461,90.9680170576,147.44989339,108.087420043,131.307036247,94.2046908316
CP007547__BD94_0078,62.7709497207,75.912849162,100.308379888,152.641340782,113.602234637,118.284916201,97.9553072626,105.275977654,157.441340782,145.427932961,143.932960894,134.735195531,145.053631285,107.169832402,153.606703911,116.506145251,138.827932961,96.0245810056
CP007547__BD94_0079,72.691689008,81.5871313673,100.072386059,154.209115282,101.554959786,114.319034853,95.7399463807,116.136729223,160.63002681,161.294906166,174.225201072,136.117962466,140.040214477,100.423592493,139.664879357,128.90080429,131.849865952,94.1045576408
CP007547__BD94_0080,68.5887943972,84.4357178589,111.71985993,156.673336668,116.370185093,97.4512256128,107.606803402,113.296148074,126.909454727,152.792896448,148.699849925,116.970985493,134.894947474,103.074037019,167.606303152,121.164582291,136.450225113,94.8029014507
CP007547__BD94_0081,69.452120383,73.7277701778,108.939124487,131.967168263,111.290697674,101.185362517,102.386456908,112.155950752,152.706566347,132.346785226,150.418604651,130.265389877,137.352941176,91.0212038304,133.796853625,121.016415869,125.4124487,95.279753762
CP007547__BD94_0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP007547__BD94_0083,62.150382328,75.8802039082,108.361937128,127.005947324,124.452846219,97.2769753611,106.870858114,117.993203059,144.782497876,132.221750212,146.742565845,118.451146984,139.360237893,99.0832625319,140.217502124,126.176720476,132.638912489,107.780798641
CP007547__BD94_0084,67.2295438088,79.9398986242,100.183924692,130.966690804,112.881969587,104.261404779,89.4286748733,113.081100652,141.178131789,131.923244026,145.748732802,138.179580014,134.912382332,95.3656770456,136.116582187,128.16871832,128.311368573,95.3272990587
CP007547__BD94_0085,57.3762214984,76.7076547231,97.2312703583,124.116449511,117.581433225,96.0871335505,108.35504886,116.596091205,135.859120521,122.188110749,131.526058632,122.138436482,119.888436482,99.2654723127,133.804560261,114.239413681,126.476384365,96.6490228013
CP007547__BD94_0086,57.2225225225,68.826871055,89.2245266005,129.906221821,90.8935978359,88.2768259693,98.601618705,104.109831709,126.300270514,130.787195672,129.619477006,115.854054054,133.267808837,78.6681695221,129.906221821,103.161261261,123.832286996,83.1217312894
CP007547__BD94_0087,65.1007352941,72.0683823529,94.2514705882,130.030147059,99.0772058824,91.8566176471,91.6845588235,123.231617647,153.056617647,131.860294118,151.841176471,134.654411765,139.911764706,88.4580882353,124.603676471,120.566911765,120.815441176,96.9448529412
CP007547__BD94_0088,91.3905013193,80.4116094987,104.437994723,135.881266491,115.672823219,105.488126649,103.031662269,131.672823219,148.802110818,134.546174142,159.269129288,129.675461741,144.741424802,89.7361477573,91.7071240106,142.435356201,127.849604222,93.073878628
CP007547__BD94_0089,83.244173141,91.1953385128,111.770255272,131.501664817,132.003329634,113.465038846,126.574916759,138.736958935,159.438401776,147.482796892,177.173140954,148.324084351,141.753607103,112.411764706,143.350721421,138.995560488,145.216426193,98.0921198668
CP007547__BD94_0090,78.3807776963,83.3807776963,117.080704329,137.637564197,120.358033749,106.162142333,116.104915627,130.708730741,158.108584006,153.418195158,159.567865004,143.19515774,146.719735877,111.463683052,145.594277329,128.525311812,130.530447542,98.6991929567
CP007547__BD94_0091,75.2033805889,78.8271537623,105.428571429,144.098691385,116.205561614,114.060523446,104.761177754,142.565976009,160.651581243,144.539803708,152.468375136,146.640130862,154.109051254,120.769901854,163.865866957,123.623227917,146.141221374,103.986368593
CP007547__BD94_0092,72.8660714286,103.397321429,115.254464286,160.430803571,123.578125,119.229910714,117.4375,160.575892857,157.9375,158.084821429,146.073660714,138.136160714,158.287946429,114.591517857,156.069196429,143.029017857,154.055803571,123.357142857
CP007547__BD94_0093,64.3810679612,74.0145631068,91.7572815534,143.283980583,108.276699029,103.669902913,100.475728155,123.089805825,143.361650485,141.121359223,154.786407767,130.242718447,145.599514563,104.563106796,124.580097087,126.451456311,110.733009709,89.1262135922
CP007547__BD94_0094,65.0579328506,75.8676761027,119.120473996,135.418038183,104.783410138,107.078341014,101.725477288,121.934825543,147.548387097,137.144173799,149.90520079,140.169190257,138.524687294,99.0487162607,146.789335089,119.289664253,139.513495721,99.9486504279
CP007547__BD94_0095,64.4230011816,86.2587632926,106.56360772,154.2087436,119.790862544,111.721543915,109.773139031,123.150059078,156.310358409,152.477747145,149.29696731,136.917290272,140.852697913,106.200078771,161.573847972,117.894840488,142.513194171,104.41079165
CP007547__BD94_0096,69.7860262009,72.7336244541,113.467248908,114.222707424,118.227074236,88.2139737991,104.611353712,128.419213974,122.349344978,132.043668122,168.655021834,138.406113537,138.563318777,89.3187772926,133.707423581,113.257641921,136.982532751,87.4279475983
CP007547__BD94_0097,83.109263658,68.6935866983,119.308788599,146.047505938,102.315914489,90.0902612827,114.32304038,152.947743468,132.133016627,147.954869359,148.935866983,134.066508314,127.636579572,91.919239905,129.698337292,125.674584323,149.926365796,109.812351544
CP007547__BD94_0098,70.3686635945,80.3133640553,111.653225806,133.555299539,106.688940092,108.744239631,102.228110599,120.149769585,156.271889401,144.639400922,147.57718894,129.417050691,144.563364055,111.809907834,138.425115207,127.319124424,124.535714286,113.694700461
CP007547__BD94_0099,67.1725521669,74.5032102729,113.667736758,140.645264848,124.512038523,110.910914928,98.3996789727,122.823434992,155.947833066,145.92776886,157.197431782,146.193418941,160.431781701,110.453451043,141.724719101,130.388443018,140.169341894,102.342696629
CP007547__BD94_0100,74.2279005525,86.114640884,120.556629834,176.389502762,109.100828729,116.914364641,100.958563536,104.092541436,132.020718232,130.850828729,145.04558011,117.193370166,170.5,126.389502762,190.29558011,128.486187845,147.156077348,96.7430939227
CP007547__BD94_0101,78.5607940447,82.9727047146,108.903225806,137.483870968,108.558312655,105.843672457,107.980148883,119.287841191,153.029776675,137.024813896,177.935483871,146.545905707,153.282878412,107.35483871,161.625310174,118.29528536,132.29280397,98.8461538462
CP007547__BD94_0102,68.0172166428,79.1276901004,110.152080344,142.605451937,105.296987088,108.767575323,96.0774748924,117.952654232,147.423242468,136.929698709,165.880918221,143.595408895,140.667144907,104.826398852,142.295552367,118.31420373,136.922525108,94.9139167862
CP007547__BD94_0103,71.7580993521,84.3909287257,106.859611231,140.622030238,103.18574514,95.5161987041,90.56587473,128.833693305,152.987041037,140.956803456,162.431965443,149.764578834,142.494600432,94.6112311015,136.75161987,120.766738661,118.857451404,85.7732181425
CP007547__BD94_0104,70.5479151426,75.0486466715,104.861375274,120.547915143,100.941111924,93.5299926847,94.0958302853,124.690197513,143.551572787,131.377103146,147.685442575,132.593269934,134.484637893,88.1565471836,120.30102414,114.773591807,121.86100951,100.105340161
CP007547__BD94_0105,44.3651245552,49.784341637,71.1245551601,72.6128113879,56.9145907473,63.1323843416,51.9217081851,74.7380782918,92.4996441281,81.8398576512,94.5074733096,71.6220640569,95.1537366548,51.7715302491,80.8604982206,74.2035587189,83.9416370107,63.0669039146
CP007547__BD94_0106,78.7440633245,86.7783641161,118.134564644,133.26121372,120.849604222,90.2744063325,105.672823219,133.36939314,167.300791557,147.411609499,162.110817942,140.139841689,159.860158311,119.26121372,147.226912929,129.216358839,135.2823219,108.263852243
CP007547__BD94_0107,77.0697674419,79.096345515,105.697674419,145.531561462,131.375415282,94.950166113,101.468438538,127.747508306,162.727574751,150.724252492,155.23255814,121.262458472,149.661129568,101.657807309,115.388704319,131.897009967,135.405315615,108.172757475
CP007547__BD94_0108,68.1710855428,84.4012006003,113.130565283,132.905452726,118.058029015,108.04052026,107.179089545,110.202101051,145.182091046,140.442721361,144.024512256,131.530265133,138.622811406,99.0775387694,134.482741371,108.814907454,125.692346173,98.212106053
CP007547__BD94_0109,64.4809160305,66.5419847328,116.599236641,138.629770992,102.435114504,82.2213740458,90.2977099237,108.019083969,130.175572519,144.824427481,145.805343511,101.36259542,148.988549618,89.2557251908,92.8244274809,96.1603053435,113.5,90.9389312977
CP007547__BD94_0110,65.9098628347,76.3520574788,92.6871325931,139.935336381,108.435662965,102.407576747,93.6577400392,111.636838668,143.25996081,139.039190072,145.0182887,121.516002613,140.111691705,102.166557805,157.537557152,122.003265839,129.135205748,98.317439582
CP007547__BD94_0111,76.3028571429,83.5534693878,105.497959184,136.473469388,98.5175510204,88.04,105.333061224,124.62122449,159.231836735,139.092244898,161.973061224,135.392653061,138.798367347,106.235918367,132.087346939,122.913469388,138.183673469,98.7706122449
